elevation	error1	error2
22	2.18037	-2.25565
22.1	2.24185	-2.25697
22.2	2.24297	-2.25832
22.3	2.24413	-2.25967
22.4	2.24528	-2.26107
22.5	2.24647	-2.26247
22.6	2.3082	-2.2639
22.7	2.30945	-2.26532
22.8	2.3107	-2.26681
22.9	2.31201	-2.26825
23	2.31284	-2.33086
23.1	2.31417	-2.3324
23.2	2.31549	-2.334
23.3	2.31684	-2.33557
23.4	2.37899	-2.33718
23.5	2.38042	-2.33881
23.6	2.38183	-2.34047
23.7	2.38329	-2.34214
23.8	2.32339	-2.40523
23.9	2.38579	-2.40697
24	2.38728	-2.40877
24.1	2.38882	-2.41054
24.2	2.39037	-2.4124
24.3	2.453	-2.41421
24.4	2.45463	-2.41607
24.5	2.4563	-2.41795
24.6	2.39623	-2.4816
24.7	2.45909	-2.48355
24.8	2.4608	-2.48553
24.9	2.46249	-2.48758
25	2.46426	-2.48959
25.1	2.52736	-2.49165
25.2	2.52919	-2.49376
25.3	2.53106	-2.49582
25.4	2.47084	-2.56007
25.5	2.53421	-2.56223
25.6	2.53611	-2.56446
25.7	2.53803	-2.56672
25.8	2.53998	-2.56899
25.9	2.60364	-2.57127
26	2.60567	-2.5736
26.1	2.54531	-2.63834
26.2	2.54734	-2.64078
26.3	2.61126	-2.64321
26.4	2.61337	-2.64569
26.5	2.61553	-2.64818
26.6	2.61772	-2.65068
26.7	2.68192	-2.65323
26.8	2.62137	-2.71858
26.9	2.62364	-2.72123
27	2.62589	-2.72389
27.1	2.69035	-2.72661
27.2	2.69274	-2.7293
27.3	2.69512	-2.73208
27.4	2.75984	-2.73486
27.5	2.69913	-2.80084
27.6	2.70159	-2.80375
27.7	2.7041	-2.80666
27.8	2.76912	-2.80958
27.9	2.77169	-2.81257
28	2.77431	-2.81555
28.1	2.77694	-2.81857
28.2	2.84232	-2.82165
28.3	2.78135	-2.88842
28.4	2.78408	-2.89159
28.5	2.7868	-2.89478
28.6	2.8525	-2.898
28.7	2.85532	-2.90128
28.8	2.8582	-2.90456
28.9	2.8611	-2.90787
29	2.86306	-2.97534
29.1	2.86598	-2.97879
29.2	2.86894	-2.98226
29.3	2.87197	-2.98577
29.4	2.93837	-2.98926
29.5	2.94147	-2.99283
29.6	2.94462	-2.99641
29.7	3.01133	-3.00008
29.8	2.94992	-3.06839
29.9	2.95317	-3.07215
30	2.95639	-3.07593
30.1	3.02344	-3.07977
30.2	3.02682	-3.08362
30.3	3.03024	-3.08747
30.4	3.03366	-3.09138
30.5	3.10115	-3.09536
30.6	3.03945	-3.1646
30.7	3.04295	-3.16871
30.8	3.0465	-3.17281
30.9	3.11438	-3.17692
31	3.11805	-3.18114
31.1	3.12173	-3.18536
31.2	3.12548	-3.18962
31.3	3.19383	-3.19386
31.4	3.19769	-3.19819
31.5	3.1356	-3.26852
31.6	3.13945	-3.27301
31.7	3.20819	-3.27748
31.8	3.2122	-3.28201
31.9	3.21619	-3.28661
32	3.22026	-3.29117
32.1	3.28945	-3.36389
32.2	3.29368	-3.36866
32.3	3.2979	-3.37348
32.4	3.23543	-3.44507
32.5	3.23963	-3.45003
32.6	3.30937	-3.45505
32.7	3.31372	-3.4601
32.8	3.3181	-3.46518
32.9	3.32256	-3.47025
33	3.39281	-3.47539
33.1	3.39736	-3.48061
33.2	3.40194	-3.48587
33.3	3.40664	-3.49108
33.4	3.47741	-3.56585
33.5	3.48219	-3.57133
33.6	3.41917	-3.64466
33.7	3.42396	-3.65027
33.8	3.42877	-3.65593
33.9	3.50016	-3.66159
34	3.50509	-3.66738
34.1	3.51012	-3.67314
34.2	3.51516	-3.67896
34.3	3.5871	-3.68478
34.4	3.59231	-3.76133
34.5	3.59757	-3.76735
34.6	3.60288	-3.77345
34.7	3.60817	-3.77958
34.8	3.68082	-3.78577
34.9	3.68635	-3.79194
35	3.69188	-3.7982
35.1	3.69742	-3.87603
35.2	3.70306	-3.88245
35.3	3.77644	-3.88894
35.4	3.78224	-3.89549
35.5	3.78807	-3.90209
35.6	3.79394	-3.90866
35.7	3.79982	-3.9877
35.8	3.87398	-3.99452
35.9	3.88011	-4.00133
36	3.88619	-4.00826
36.1	3.8924	-4.01519
36.2	3.89859	-4.09522
36.3	3.90482	-4.10243
36.4	3.97994	-4.10959
36.5	3.98638	-4.11684
36.6	3.99289	-4.12412
36.7	3.99941	-4.2052
36.8	4.00598	-4.21273
36.9	4.0126	-4.22027
37	4.08866	-4.22784
37.1	4.09546	-4.30988
37.2	4.1023	-4.31773
37.3	4.10919	-4.32559
37.4	4.11615	-4.33347
37.5	4.12313	-4.4164
37.6	4.13014	-4.42457
37.7	4.20734	-4.43274
37.8	4.21459	-4.51641
37.9	4.22184	-4.52486
38	4.22913	-4.53333
38.1	4.23652	-4.54183
38.2	4.24391	-4.62643
38.3	4.25135	-4.63521
38.4	4.33229	-4.57057
38.5	4.41103	-4.65582
38.6	4.41884	-4.66474
38.7	4.42676	-4.7506
38.8	4.43466	-4.75974
38.9	4.44261	-4.76897
39	4.45064	-4.85564
39.1	4.45872	-4.86506
39.2	4.46685	-4.87452
39.3	4.54974	-4.88727
39.4	4.55807	-4.8969
39.5	4.56644	-4.98488
39.6	4.57492	-4.99468
39.7	4.65589	-5.08327
39.8	4.66454	-5.0934
39.9	4.74894	-5.10692
40	4.75785	-5.11708
40.1	4.76678	-5.20683
40.2	4.77576	-5.21733
40.3	4.78481	-5.30764
40.4	4.87034	-5.24188
40.5	4.87963	-5.33276
40.6	4.88895	-5.34358
40.7	4.89832	-5.43509
40.8	4.9849	-5.36902
40.9	4.99453	-5.46101
41	5.0042	-5.47221
41.1	5.0139	-5.56487
41.2	5.10145	-5.58016
41.3	5.11142	-5.59172
41.4	5.12149	-5.68528
41.5	5.13156	-5.77937
41.6	5.22017	-5.71286
41.7	5.23046	-5.80742
41.8	5.24084	-5.90242
41.9	5.33027	-5.83578
42	5.34093	-5.93124
42.1	5.35161	-6.02726
42.2	5.36593	-6.04414
42.3	5.37672	-6.05682
42.4	5.46747	-6.07387
42.5	5.4786	-6.17107
42.6	5.48969	-6.26882
42.7	5.58133	-6.28652
42.8	5.59268	-6.29985
42.9	5.68501	-6.31758
43	5.69664	-6.41661
43.1	5.78959	-6.43477
43.2	5.72395	-6.53457
43.3	5.73573	-6.63481
43.4	5.82943	-6.65362
43.5	5.84146	-6.75463
43.6	5.93588	-6.77379
43.7	6.03066	-6.79304
43.8	5.96464	-6.89515
43.9	6.05999	-6.91475
44	6.07266	-7.01757
44.1	6.16866	-7.03757
44.2	6.18158	-7.22973
44.3	6.1989	-7.25031
44.4	6.29584	-7.27095
44.5	6.30913	-7.37582
44.6	6.40681	-7.48648
44.7	6.42477	-7.50774
44.8	6.43836	-7.61393
44.9	6.53704	-7.72605
45	6.63618	-7.74789
45.1	6.56942	-7.8554
45.2	6.66909	-7.9689
45.3	6.76918	-7.99143
45.4	6.78839	-8.10584
45.5	6.88929	-8.12863
45.6	6.90391	-8.33066
45.7	6.92351	-8.44681
45.8	7.02542	-8.47037
45.9	7.12776	-8.58736
46	7.14804	-8.70492
46.1	7.25115	-8.82309
46.2	7.2718	-8.94179
46.3	7.37567	-9.06102
46.4	7.39669	-9.18089
46.5	7.50135	-9.30123
46.6	7.60644	-9.42217
46.7	7.62812	-9.5436
46.8	7.73397	-9.66556
46.9	7.75596	-9.88455
47	7.77796	-10.0079
47.1	7.97541	-10.1384
47.2	7.99797	-10.2627
47.3	8.1059	-10.4854
47.4	8.12887	-10.611
47.5	8.32905	-10.744
47.6	8.35254	-10.9694
47.7	8.46815	-11.1038
47.8	8.57834	-11.331
47.9	8.60239	-11.6592
48	8.71942	-11.7959
48.1	8.92405	-11.9331
48.2	8.94901	-12.265
48.3	9.0677	-12.5048
48.4	9.09279	-12.8399
48.5	9.21231	-13.082
48.6	9.42063	-13.4275
48.7	9.54155	-13.6718
48.8	9.66297	-14.0201
48.9	9.78494	-14.3699
49	9.90738	-14.8251
49.1	10.0305	-15.2823
49.2	10.154	-15.7414
49.3	10.2781	-16.3075
49.4	10.4026	-16.9816
49.5	10.6252	-17.561
49.6	10.751	-18.4531
49.7	10.8774	-19.3489
49.8	11.1025	-20.4712
49.9	11.3289	-21.9205
50	11.4571	-24.122
50.1	11.5931	NaN
50.2	11.8219	NaN
50.3	12.0518	NaN
50.4	12.2904	NaN
50.5	12.5223	NaN
50.6	12.8563	NaN
50.7	12.9967	NaN
50.8	13.3332	NaN
50.9	13.5771	NaN
51	13.9164	NaN
51.1	14.2652	NaN
51.2	14.6157	NaN
51.3	15.0629	NaN
51.4	15.4164	NaN
51.5	15.8756	NaN
51.6	16.3367	NaN
51.7	16.7996	NaN
51.8	17.4753	NaN
51.9	18.1538	NaN
52	18.835	NaN
52.1	19.8387	NaN
52.2	20.8465	NaN
52.3	22.1894	NaN
52.4	24.1755	NaN
