elevation	error1	error2
19.6	8.62303	-10.3926
19.7	8.63403	-10.4811
19.8	8.71345	-10.5698
19.9	8.79304	-10.584
20	8.80154	-10.7444
20.1	8.88142	-10.8338
20.2	8.96151	-10.9235
20.3	8.97313	-11.0133
20.4	9.05357	-11.1034
20.5	9.06239	-11.2655
20.6	9.14311	-11.4318
20.7	9.224	-11.5228
20.8	9.23605	-11.614
20.9	9.31729	-11.7054
21	9.39871	-11.8732
21.1	9.48032	-11.9651
21.2	9.49284	-12.1337
21.3	9.57475	-12.2262
21.4	9.65689	-12.3955
21.5	9.6697	-12.4885
21.6	9.75214	-12.6586
21.7	9.83478	-12.8292
21.8	9.84787	-13.0002
21.9	10.004	-13.0985
22	10.0872	-13.2702
22.1	10.1006	-13.4424
22.2	10.1842	-13.615
22.3	10.268	-13.7879
22.4	10.3554	-13.9657
22.5	10.4395	-14.1395
22.6	10.4535	-14.392
22.7	10.612	-14.5712
22.8	10.6262	-14.8249
22.9	10.7111	-15.0792
23	10.8704	-15.2598
23.1	10.885	-15.5153
23.2	11.0449	-15.776
23.3	11.0598	-16.0326
23.4	11.2203	-16.2945
23.5	11.3103	-16.557
23.6	11.3254	-16.895
23.7	11.487	-17.2387
23.8	11.5775	-17.5832
23.9	11.6645	-18.0038
24	11.7555	-18.3499
24.1	11.8467	-18.7774
24.2	12.0098	-19.2864
24.3	12.1016	-19.7966
24.4	12.1936	-20.308
24.5	12.3578	-20.9015
24.6	12.4503	-21.6591
24.7	12.5431	-22.4182
24.8	12.7082	-23.3423
24.9	12.8015	-24.5138
25	12.9715	-25.857
25.1	13.0653	-28.0188
25.2	13.1593	NaN
25.3	13.4031	NaN
25.4	13.4977	NaN
25.5	13.6697	NaN
25.6	13.7646	NaN
25.7	13.9373	NaN
25.8	14.1105	NaN
25.9	14.284	NaN
26	14.458	NaN
26.1	14.6323	NaN
26.2	14.807	NaN
26.3	14.9821	NaN
26.4	15.2361	NaN
26.5	15.4121	NaN
26.6	15.6671	NaN
26.7	15.9228	NaN
26.8	16.1001	NaN
26.9	16.3617	NaN
27	16.619	NaN
27.1	16.8769	NaN
27.2	17.2149	NaN
27.3	17.3992	NaN
27.4	17.7386	NaN
27.5	18.1587	NaN
27.6	18.4246	NaN
27.7	18.8464	NaN
27.8	19.194	NaN
27.9	19.6175	NaN
28	20.0473	NaN
28.1	20.6344	NaN
28.2	21.147	NaN
28.3	21.6608	NaN
28.4	22.414	NaN
28.5	23.0929	NaN
28.6	23.9363	NaN
28.7	24.9449	NaN
28.8	26.2832	NaN
28.9	28.0347	NaN
