elevation	error1	error2
13.3	3.23828	-3.27985
13.4	3.24069	-3.35
13.5	3.3089	-3.42028
13.6	3.3114	-3.49073
13.7	3.37977	-3.56133
13.8	3.44913	-3.56531
13.9	3.51772	-3.63618
14	3.52043	-3.70718
14.1	3.58919	-3.77836
14.2	3.59199	-3.84967
14.3	3.66187	-3.8541
14.4	3.73092	-3.9257
14.5	3.73388	-3.99744
14.6	3.80309	-4.06936
14.7	3.87345	-4.07412
14.8	3.9429	-4.14631
14.9	3.94608	-4.21866
15	4.0157	-4.29117
15.1	4.08654	-4.29629
15.2	4.15639	-4.36909
15.3	4.15982	-4.44206
15.4	4.29761	-4.51655
15.5	4.30119	-4.58987
15.6	4.37147	-4.66338
15.7	4.37515	-4.73703
15.8	4.51361	-4.74287
15.9	4.51743	-4.88642
16	4.52131	-4.96061
16.1	4.66028	-4.9668
16.2	4.6643	-5.04131
16.3	4.80368	-5.11761
16.4	4.80784	-5.19249
16.5	4.87911	-5.26754
16.6	4.95194	-5.3445
16.7	5.02347	-5.41995
16.8	5.02791	-5.56604
16.9	5.10113	-5.57317
17	5.17297	-5.71987
17.1	5.24652	-5.72724
17.2	5.31864	-5.87455
17.3	5.3925	-5.88217
17.4	5.46489	-6.03005
17.5	5.53907	-6.03791
17.6	5.61173	-6.18641
17.7	5.68621	-6.26598
17.8	5.69141	-6.34367
17.9	5.83395	-6.42365
18	5.83934	-6.57349
18.1	5.98227	-6.58222
18.2	5.98783	-6.73268
18.3	6.13122	-6.8137
18.4	6.13693	-6.96493
18.5	6.21269	-7.04654
18.6	6.35673	-7.12841
18.7	6.36273	-7.20811
18.8	6.50723	-7.29043
18.9	6.5134	-7.44335
19	6.59	-7.52625
19.1	6.73517	-7.6825
19.2	6.74159	-7.83662
19.3	6.88723	-7.92047
19.4	6.96461	-8.00457
19.5	7.04217	-8.08889
19.6	7.11761	-8.31819
19.7	7.19552	-8.40322
19.8	7.27361	-8.4885
19.9	7.42073	-8.64812
20	7.42795	-8.80532
20.1	7.57553	-8.96593
20.2	7.65441	-9.0525
20.3	7.73347	-9.21396
20.4	7.88186	-9.30112
20.5	7.88959	-9.5352
20.6	7.96919	-9.69813
20.7	8.11828	-9.86154
20.8	8.1983	-10.0255
20.9	8.27855	-10.1898
21	8.42847	-10.3547
21.1	8.50915	-10.5201
21.2	8.59003	-10.6859
21.3	8.74074	-10.8522
21.4	8.82206	-11.0953
21.5	8.90358	-11.2627
21.6	9.05512	-11.4305
21.7	9.13708	-11.6756
21.8	9.21922	-11.9214
21.9	9.4447	-12.0948
22	9.5274	-12.2647
22.1	9.61029	-12.5125
22.2	9.76355	-12.8385
22.3	9.8469	-13.0878
22.4	10.0041	-13.2642
22.5	10.0879	-13.5928
22.6	10.2423	-13.9224
22.7	10.4006	-14.1007
22.8	10.4851	-14.432
22.9	10.5698	-14.843
23	10.7997	-15.1021
23.1	10.885	-15.5153
23.2	11.0449	-15.8552
23.3	11.1307	-16.2707
23.4	11.3623	-16.6126
23.5	11.5234	-17.0352
23.6	11.61	-17.534
23.7	11.7718	-18.0391
23.8	11.934	-18.5458
23.9	12.0925	-19.1291
24	12.2555	-19.7192
24.1	12.4188	-20.3917
24.2	12.5826	-21.147
24.3	12.7467	-21.9857
24.4	12.9828	-22.9079
24.5	13.1478	-23.9957
24.6	13.3131	-25.4134
24.7	13.4789	-27.2446
24.8	13.645	-30.2308
24.9	13.8115	NaN
25	14.055	NaN
25.1	14.2223	NaN
25.2	14.4622	NaN
25.3	14.7074	NaN
25.4	14.876	NaN
25.5	15.1223	NaN
25.6	15.2917	NaN
25.7	15.539	NaN
25.8	15.787	NaN
25.9	16.0355	NaN
26	16.2845	NaN
26.1	16.5341	NaN
26.2	16.7844	NaN
26.3	17.0351	NaN
26.4	17.3649	NaN
26.5	17.6169	NaN
26.6	17.9481	NaN
26.7	18.2801	NaN
26.8	18.5339	NaN
26.9	18.9465	NaN
27	19.2808	NaN
27.1	19.6158	NaN
27.2	20.0311	NaN
27.3	20.3676	NaN
27.4	20.7847	NaN
27.5	21.2828	NaN
27.6	21.7018	NaN
27.7	22.1279	NaN
27.8	22.6292	NaN
27.9	23.1315	NaN
28	23.7155	NaN
28.1	24.3818	NaN
28.2	25.0494	NaN
28.3	25.6441	NaN
28.4	26.4771	NaN
28.5	27.3119	NaN
28.6	28.3116	NaN
28.7	29.4769	NaN
28.8	30.8974	NaN
28.9	32.8063	NaN
