-60.117275	-46899.593750
-3.775914	-1585.910278
-2.806939	-806.590759
-2.476498	-540.825806
-2.309845	-406.790314
-2.209390	-325.995972
-2.142226	-271.976654
-2.094156	-233.314377
-2.058052	-204.275345
-2.029940	-181.664246
-2.007430	-163.559433
-1.989001	-148.735794
-1.973634	-136.375443
-1.960625	-125.911438
-1.949470	-116.938446
-1.939799	-109.158951
-1.931334	-102.349663
-1.923863	-96.339722
-1.917221	-90.996162
-1.911276	-86.213959
-1.905925	-81.909042
-1.901083	-78.013367
-1.896681	-74.471191
-1.892660	-71.236496
-1.888975	-68.270889
-1.885583	-65.542137
-1.882453	-63.022934
-1.879554	-60.690037
-1.876862	-58.523506
-1.874355	-56.506145
-1.872015	-54.623066
-1.869826	-52.861282
-1.867774	-51.209438
-1.865846	-49.657543
-1.864031	-48.196793
-1.862320	-46.819382
-1.860704	-45.518368
-1.859176	-44.287571
-1.857727	-43.121445
-1.856353	-42.015022
-1.855048	-40.963829
-1.853806	-39.963829
-1.852623	-39.011368
-1.851496	-38.103130
-1.850419	-37.236103
-1.849391	-36.407543
-1.848407	-35.614941
-1.847465	-34.856007
-1.846562	-34.128635
-1.845696	-33.430893
-1.844865	-32.761009
-1.844066	-32.117344
-1.843298	-31.498383
-1.842559	-30.902735
-1.841848	-30.329098
-1.841162	-29.776276
-1.840501	-29.243156
-1.839863	-28.728697
-1.839247	-28.231941
-1.838651	-27.751984
-1.838076	-27.287985
-1.837520	-26.839165
-1.836981	-26.404787
-1.836460	-25.984163
-1.835955	-25.576647
-1.835465	-25.181639
-1.834990	-24.798567
-1.834530	-24.426899
-1.834083	-24.066132
-1.833649	-23.715790
-1.833227	-23.375429
-1.832818	-23.044626
-1.832420	-22.722984
-1.832032	-22.410126
-1.831655	-22.105696
-1.831288	-21.809357
-1.830931	-21.520792
-1.830583	-21.239695
-1.830244	-20.965778
-1.829914	-20.698772
-1.829592	-20.438417
-1.829278	-20.184467
-1.828971	-19.936686
-1.828672	-19.694851
-1.828380	-19.458754
-1.828095	-19.228188
-1.827817	-19.002962
-1.827545	-18.782890
-1.827279	-18.567799
-1.827019	-18.357519
-1.826765	-18.151894
-1.826517	-17.950764
-1.826274	-17.753988
-1.826036	-17.561422
-1.825803	-17.372934
-1.825575	-17.188395
-1.825352	-17.007681
-1.825134	-16.830673
-1.824920	-16.657259
-1.824710	-16.487328
-1.824504	-16.320778
-1.824303	-16.157507
-1.824106	-15.997420
-1.823912	-15.840425
-1.823722	-15.686428
-1.823536	-15.535350
-1.823353	-15.387104
-1.823174	-15.241611
-1.822998	-15.098797
-1.822825	-14.958585
-1.822656	-14.820906
-1.822489	-14.685692
-1.822326	-14.552876
-1.822165	-14.422394
-1.822007	-14.294185
-1.821852	-14.168191
-1.821700	-14.044353
-1.821550	-13.922617
-1.821403	-13.802928
-1.821258	-13.685235
-1.821116	-13.569489
-1.820976	-13.455642
-1.820838	-13.343645
-1.820703	-13.233456
-1.820570	-13.125028
-1.820439	-13.018322
-1.820310	-12.913295
-1.820183	-12.809907
-1.820058	-12.708120
-1.819935	-12.607899
-1.819814	-12.509205
-1.819695	-12.412004
-1.819577	-12.316262
-1.819462	-12.221947
-1.819348	-12.129025
-1.819235	-12.037467
-1.819125	-11.947243
-1.819016	-11.858321
-1.818909	-11.770676
-1.818803	-11.684279
-1.818699	-11.599104
-1.818596	-11.515123
-1.818495	-11.432315
-1.818394	-11.350650
-1.818296	-11.270107
-1.818199	-11.190664
-1.818103	-11.112297
-1.818008	-11.034983
-1.817915	-10.958702
-1.817823	-10.883433
-1.817733	-10.809155
-1.817643	-10.735849
-1.817555	-10.663498
-1.817468	-10.592079
-1.817382	-10.521576
-1.817297	-10.451972
-1.817213	-10.383249
-1.817130	-10.315389
-1.817048	-10.248378
-1.816968	-10.182198
-1.816888	-10.116833
-1.816809	-10.052270
-1.816732	-9.988493
-1.816655	-9.925488
-1.816579	-9.863240
-1.816504	-9.801736
-1.816431	-9.740962
-1.816357	-9.680904
-1.816285	-9.621552
-1.816214	-9.562892
-1.816144	-9.504911
-1.816074	-9.447598
-1.816005	-9.390941
-1.815937	-9.334929
-1.815870	-9.279549
-1.815803	-9.224792
-1.815738	-9.170649
-1.815673	-9.117105
-1.815609	-9.064156
-1.815545	-9.011786
-1.815482	-8.959990
-1.815420	-8.908754
-1.815359	-8.858073
-1.815298	-8.807935
-1.815238	-8.758333
-1.815179	-8.709258
-1.815120	-8.660701
-1.815062	-8.612653
-1.815004	-8.565107
-1.814948	-8.518055
-1.814891	-8.471488
-1.814836	-8.425400
-1.814780	-8.379783
-1.814726	-8.334629
-1.814672	-8.289931
-1.814619	-8.245683
-1.814566	-8.201878
-1.814514	-8.158506
-1.814462	-8.115565
-1.814411	-8.073047
-1.814360	-8.030945
-1.814310	-7.989253
-1.814260	-7.947964
-1.814211	-7.907074
-1.814162	-7.866576
-1.814114	-7.826464
-1.814066	-7.786733
-1.814019	-7.747377
-1.813972	-7.708390
-1.813926	-7.669769
-1.813880	-7.631507
-1.813834	-7.593598
-1.813789	-7.556039
-1.813744	-7.518826
-1.813700	-7.481950
-1.813656	-7.445409
-1.813613	-7.409199
-1.813570	-7.373314
-1.813527	-7.337750
-1.813485	-7.302503
-1.813444	-7.267568
-1.813402	-7.232941
-1.813361	-7.198618
-1.813321	-7.164595
-1.813280	-7.130867
-1.813240	-7.097431
-1.813201	-7.064283
-1.813161	-7.031419
-1.813123	-6.998836
-1.813084	-6.966529
-1.813046	-6.934496
-1.813008	-6.902732
-1.812971	-6.871234
-1.812933	-6.839999
-1.812896	-6.809023
-1.812860	-6.778304
-1.812824	-6.747836
-1.812788	-6.717618
-1.812752	-6.687647
-1.812717	-6.657919
-1.812682	-6.628431
-1.812647	-6.599181
-1.812613	-6.570164
-1.812579	-6.541379
-1.812545	-6.512824
-1.812511	-6.484493
-1.812478	-6.456385
-1.812445	-6.428498
-1.812412	-6.400828
-1.812379	-6.373374
-1.812347	-6.346131
-1.812315	-6.319099
-1.812284	-6.292274
-1.812252	-6.265654
-1.812221	-6.239236
-1.812190	-6.213019
-1.812159	-6.186999
-1.812129	-6.161175
-1.812099	-6.135544
-1.812069	-6.110103
-1.812039	-6.084852
-1.812009	-6.059788
-1.811980	-6.034906
-1.811951	-6.010209
-1.811922	-5.985691
-1.811894	-5.961351
-1.811865	-5.937187
-1.811837	-5.913198
-1.811809	-5.889381
-1.811782	-5.865735
-1.811754	-5.842256
-1.811727	-5.818944
-1.811699	-5.795797
-1.811673	-5.772813
-1.811646	-5.749990
-1.811619	-5.727327
-1.811593	-5.704821
-1.811567	-5.682471
-1.811541	-5.660275
-1.811515	-5.638232
-1.811490	-5.616340
-1.811464	-5.594597
-1.811439	-5.573002
-1.811414	-5.551553
-1.811389	-5.530248
-1.811365	-5.509087
-1.811340	-5.488068
-1.811316	-5.467188
-1.811292	-5.446447
-1.811268	-5.425843
-1.811244	-5.405375
-1.811220	-5.385042
-1.811197	-5.364841
-1.811173	-5.344772
-1.811150	-5.324834
-1.811128	-5.305025
-1.811105	-5.285342
-1.811082	-5.265787
-1.811060	-5.246356
-1.811037	-5.227050
-1.811015	-5.207866
-1.810993	-5.188803
-1.810971	-5.169861
-1.810950	-5.151037
-1.810928	-5.132331
-1.810906	-5.113742
-1.810885	-5.095269
-1.810864	-5.076910
-1.810843	-5.058663
-1.810822	-5.040530
-1.810801	-5.022507
-1.810781	-5.004594
-1.810760	-4.986791
-1.810740	-4.969094
-1.810720	-4.951505
-1.810700	-4.934022
-1.810680	-4.916643
-1.810660	-4.899369
-1.810640	-4.882197
-1.810621	-4.865127
-1.810601	-4.848158
-1.810582	-4.831288
-1.810563	-4.814518
-1.810544	-4.797847
-1.810525	-4.781271
-1.810506	-4.764793
-1.810487	-4.748410
-1.810469	-4.732122
-1.810450	-4.715927
-1.810432	-4.699825
-1.810414	-4.683815
-1.810396	-4.667896
-1.810378	-4.652067
-1.810360	-4.636328
-1.810342	-4.620677
-1.810324	-4.605115
-1.810307	-4.589639
-1.810289	-4.574251
-1.810272	-4.558947
-1.810255	-4.543728
-1.810238	-4.528593
-1.810221	-4.513542
-1.810204	-4.498572
-1.810187	-4.483686
-1.810170	-4.468880
-1.810153	-4.454154
-1.810137	-4.439508
-1.810121	-4.424942
-1.810104	-4.410453
-1.810088	-4.396043
-1.810072	-4.381709
-1.810056	-4.367451
-1.810040	-4.353270
-1.810024	-4.339163
-1.810008	-4.325130
-1.809993	-4.311172
-1.809977	-4.297287
-1.809962	-4.283474
-1.809946	-4.269733
-1.809931	-4.256063
-1.809916	-4.242465
-1.809901	-4.228936
-1.809886	-4.215477
-1.809871	-4.202086
-1.809856	-4.188765
-1.809841	-4.175510
-1.809826	-4.162324
-1.809812	-4.149204
-1.809797	-4.136150
-1.809783	-4.123162
-1.809768	-4.110239
-1.809754	-4.097381
-1.809740	-4.084586
-1.809726	-4.071856
-1.809712	-4.059187
-1.809698	-4.046582
-1.809684	-4.034039
-1.809670	-4.021557
-1.809656	-4.009136
-1.809643	-3.996776
-1.809629	-3.984476
-1.809616	-3.972235
-1.809602	-3.960053
-1.809589	-3.947931
-1.809575	-3.935866
-1.809562	-3.923859
-1.809549	-3.911910
-1.809536	-3.900017
-1.809523	-3.888180
-1.809510	-3.876400
-1.809497	-3.864675
-1.809484	-3.853005
-1.809472	-3.841390
-1.809459	-3.829829
-1.809446	-3.818322
-1.809434	-3.806868
-1.809421	-3.795468
-1.809409	-3.784120
-1.809397	-3.772824
-1.809384	-3.761580
-1.809372	-3.750387
-1.809360	-3.739246
-1.809348	-3.728155
-1.809336	-3.717115
-1.809324	-3.706124
-1.809312	-3.695183
-1.809300	-3.684291
-1.809289	-3.673448
-1.809277	-3.662653
-1.809265	-3.651906
-1.809254	-3.641208
-1.809242	-3.630556
-1.809231	-3.619952
-1.809219	-3.609394
-1.809208	-3.598882
-1.809197	-3.588417
-1.809186	-3.577997
-1.809174	-3.567623
-1.809163	-3.557293
-1.809152	-3.547009
-1.809141	-3.536768
-1.809130	-3.526572
-1.809119	-3.516419
-1.809108	-3.506310
-1.809098	-3.496244
-1.809087	-3.486221
-1.809076	-3.476240
-1.809066	-3.466301
-1.809055	-3.456405
-1.809045	-3.446549
-1.809034	-3.436736
-1.809024	-3.426963
-1.809013	-3.417231
-1.809003	-3.407539
-1.808993	-3.397888
-1.808983	-3.388277
-1.808972	-3.378705
-1.808962	-3.369172
-1.808952	-3.359679
-1.808942	-3.350224
-1.808932	-3.340808
-1.808922	-3.331430
-1.808912	-3.322090
-1.808903	-3.312788
-1.808893	-3.303523
-1.808883	-3.294296
-1.808873	-3.285105
-1.808864	-3.275951
-1.808854	-3.266834
-1.808845	-3.257753
-1.808835	-3.248708
-1.808826	-3.239699
-1.808816	-3.230725
-1.808807	-3.221786
-1.808797	-3.212883
-1.808788	-3.204014
-1.808779	-3.195180
-1.808770	-3.186380
-1.808761	-3.177614
-1.808752	-3.168882
-1.808743	-3.160184
-1.808733	-3.151519
-1.808725	-3.142888
-1.808716	-3.134290
-1.808707	-3.125724
-1.808698	-3.117191
-1.808689	-3.108690
-1.808680	-3.100221
-1.808672	-3.091784
-1.808663	-3.083380
-1.808654	-3.075006
-1.808646	-3.066664
-1.808637	-3.058353
-1.808629	-3.050073
-1.808620	-3.041824
-1.808612	-3.033605
-1.808603	-3.025416
-1.808595	-3.017258
-1.808587	-3.009130
-1.808578	-3.001031
-1.808570	-2.992962
-1.808562	-2.984922
-1.808553	-2.976911
-1.808545	-2.968930
-1.808537	-2.960977
-1.808529	-2.953053
-1.808521	-2.945158
-1.808513	-2.937290
-1.808505	-2.929451
-1.808497	-2.921640
-1.808489	-2.913857
-1.808481	-2.906101
-1.808474	-2.898373
-1.808466	-2.890671
-1.808458	-2.882997
-1.808450	-2.875350
-1.808443	-2.867730
-1.808435	-2.860136
-1.808427	-2.852569
-1.808420	-2.845027
-1.808412	-2.837512
-1.808405	-2.830023
-1.808397	-2.822560
-1.808389	-2.815122
-1.808382	-2.807710
-1.808375	-2.800323
-1.808367	-2.792962
-1.808360	-2.785625
-1.808353	-2.778313
-1.808345	-2.771026
-1.808338	-2.763764
-1.808331	-2.756526
-1.808324	-2.749312
-1.808317	-2.742122
-1.808310	-2.734957
-1.808303	-2.727814
-1.808295	-2.720696
-1.808288	-2.713602
-1.808281	-2.706531
-1.808275	-2.699483
-1.808267	-2.692458
-1.808261	-2.685457
-1.808254	-2.678478
-1.808247	-2.671522
-1.808240	-2.664588
-1.808233	-2.657677
-1.808227	-2.650789
-1.808220	-2.643922
-1.808213	-2.637078
-1.808206	-2.630255
-1.808200	-2.623455
-1.808193	-2.616676
-1.808187	-2.609919
-1.808180	-2.603184
-1.808173	-2.596469
-1.808167	-2.589776
-1.808160	-2.583104
-1.808154	-2.576453
-1.808147	-2.569822
-1.808141	-2.563213
-1.808135	-2.556624
-1.808128	-2.550056
-1.808122	-2.543507
-1.808116	-2.536979
-1.808110	-2.530472
-1.808103	-2.523984
-1.808097	-2.517517
-1.808091	-2.511069
-1.808085	-2.504641
-1.808079	-2.498232
-1.808072	-2.491843
-1.808066	-2.485474
-1.808060	-2.479123
-1.808054	-2.472792
-1.808048	-2.466480
-1.808042	-2.460187
-1.808036	-2.453912
-1.808030	-2.447657
-1.808025	-2.441420
-1.808019	-2.435201
-1.808012	-2.429001
-1.808007	-2.422819
-1.808001	-2.416656
-1.807995	-2.410511
-1.807989	-2.404383
-1.807983	-2.398274
-1.807978	-2.392182
-1.807972	-2.386108
-1.807966	-2.380052
-1.807961	-2.374014
-1.807955	-2.367992
-1.807949	-2.361989
-1.807944	-2.356002
-1.807938	-2.350033
-1.807933	-2.344080
-1.807927	-2.338145
-1.807922	-2.332226
-1.807916	-2.326325
-1.807911	-2.320440
-1.807905	-2.314572
-1.807900	-2.308720
-1.807894	-2.302884
-1.807889	-2.297065
-1.807884	-2.291263
-1.807878	-2.285476
-1.807873	-2.279706
-1.807868	-2.273951
-1.807862	-2.268213
-1.807857	-2.262490
-1.807852	-2.256783
-1.807847	-2.251092
-1.807841	-2.245416
-1.807836	-2.239756
-1.807831	-2.234112
-1.807826	-2.228482
-1.807821	-2.222868
-1.807816	-2.217269
-1.807811	-2.211685
-1.807806	-2.206117
-1.807801	-2.200563
-1.807796	-2.195024
-1.807791	-2.189500
-1.807786	-2.183990
-1.807781	-2.178496
-1.807776	-2.173016
-1.807771	-2.167550
-1.807766	-2.162099
-1.807761	-2.156662
-1.807756	-2.151239
-1.807751	-2.145831
-1.807746	-2.140436
-1.807742	-2.135056
-1.807737	-2.129690
-1.807732	-2.124338
-1.807727	-2.118999
-1.807723	-2.113674
-1.807718	-2.108363
-1.807713	-2.103066
-1.807708	-2.097782
-1.807704	-2.092512
-1.807699	-2.087255
-1.807694	-2.082011
-1.807690	-2.076781
-1.807685	-2.071564
-1.807681	-2.066360
-1.807676	-2.061169
-1.807672	-2.055992
-1.807667	-2.050827
-1.807662	-2.045675
-1.807658	-2.040536
-1.807653	-2.035409
-1.807649	-2.030296
-1.807644	-2.025195
-1.807640	-2.020106
-1.807636	-2.015031
-1.807631	-2.009967
-1.807627	-2.004916
-1.807623	-1.999877
-1.807618	-1.994851
-1.807614	-1.989837
-1.807610	-1.984835
-1.807605	-1.979845
-1.807601	-1.974867
-1.807597	-1.969901
-1.807593	-1.964947
-1.807588	-1.960004
-1.807584	-1.955074
-1.807580	-1.950155
-1.807576	-1.945248
-1.807571	-1.940353
-1.807567	-1.935469
-1.807563	-1.930596
-1.807559	-1.925735
-1.807555	-1.920886
-1.807551	-1.916048
-1.807547	-1.911221
-1.807543	-1.906405
-1.807539	-1.901601
-1.807534	-1.896808
-1.807531	-1.892025
-1.807527	-1.887254
-1.807523	-1.882494
-1.807519	-1.877744
-1.807515	-1.873006
-1.807511	-1.868278
-1.807507	-1.863561
-1.807503	-1.858855
-1.807499	-1.854159
-1.807495	-1.849474
-1.807491	-1.844800
-1.807487	-1.840136
-1.807483	-1.835482
-1.807480	-1.830840
-1.807476	-1.826207
-1.807472	-1.821584
-1.807468	-1.816972
-1.807464	-1.812370
-1.807461	-1.807778
-1.807457	-1.803196
-1.807453	-1.798625
-1.807449	-1.794063
-1.807446	-1.789511
